                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
163,                0.67658,394,                0.98317,                0.86479,                0.82892,                0.86296,                0.52041,                 1.5305,                0.69294,                 1.6862,               0.004654,               0.004654,               0.004654
164,                0.67351,                0.39281,                0.98322,                0.86429,                   0.83,                0.86302,521,                 1.5305,                 0.6928,                 1.6863,               0.004621,               0.004621,               0.004621
165,                0.67159,                 0.3916,                0.98294,                 0.8643,                0.83008,                0.86292,                0.52029,                 1.5306,                0.69283,1687,               0.004588,               0.004588,               0.004588
166,                0.67151,                0.39181,                0.98437,                0.86608,                0.83065,                0.86344,                0.52041,                 1.5303,693,                 1.6876,               0.004555,               0.004555,               0.004555
167,                0.66438,                0.38932,                0.98301,                0.86585,                0.83034,                0.86331,                0.52052,                 1.5309,                0.69402,                 1.6885,               0.004522,               0.004522,               0.004522
168,                0.66741,                0.38993,                0.98049,                0.86574,                0.82952,                0.86243,                0.52009,                 1.5313,                0.69368,                 1.6897,               0.004489,               0.004489,               0.004489
169,                0.66481,                0.38789,                0.97901,                0.86451,                0.82994,                0.86286,                0.52042,                 1.5317,                0.69456,                 1.6905,               0.004456,               0.004456,               0.004456
170,                0.66003,                0.38639,                 0.9805,                0.86447,                0.83141,                0.86324,                0.52049,                 1.5315,                0.69442,                 1.6906,               0.004423,               0.004423,               0.004423
171,                0.65752,                0.38545,                0.98018,                0.86184,                 0.8334,                 0.8633,                0.52101,                 1.5312,                 0.6951,                 1.6909,                0.00439,                0.00439,                0.00439
172,                0.65853,                0.38506,                0.97871,                 0.8608,                0.83257,                0.86309,                0.52115,                 1.5312,                0.69515,                 1.6916,               0.004357,               0.004357,               0.004357
173,                0.65421,                0.38348,                0.97735,                0.85934,                0.83336,                0.86304,                0.52079,                 1.5316,                0.69587,1693,               0.004324,               0.004324,               0.004324
174,                0.65562,                0.38501,                0.97789,                0.85988,                0.83277,                0.86299,                 0.5205,1532,                0.69523,                 1.6938,               0.004291,               0.004291,               0.004291
175,                0.65506,                0.38453,                0.97744,                0.85781,                 0.8332,                0.86308,                0.52065,                 1.5322,                0.69531,                 1.6946,               0.004258,               0.004258,               0.004258
176,                0.65005,                0.38189,                0.97653,                0.86009,                0.83299,                0.86351,                0.52092,                 1.5321,                0.69542,                 1.6953,               0.004225,               0.004225,               0.004225
177,                0.65029,                0.37943,                0.97165,                0.85795,                0.83478,                0.86417,                0.52121,                 1.5326,                0.69621,                 1.6961,               0.004192,               0.004192,               0.004192
178,                0.64475,                0.38002,                0.97323,                0.85382,                0.83671,                0.86292,                0.52075,                 1.5324,                0.69651,                 1.6966,               0.004159,               0.004159,               0.004159
179,                0.64541,378,                0.97136,                0.85259,                0.83843,                0.86325,                0.52128,                 1.5322,                0.69754,                 1.6971,               0.004126,               0.004126,               0.004126
